customerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
7243-LCGGZ,1,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,1
0426-TIRNE,1,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,0
7434-SHXLS,1,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,0
5624-BQSSA,1,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.95,0
6728-WYQBC,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.95,1
6770-XUAGN,1,0,0,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,21,0
8267-KFGYD,0,0,0,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,1
2111-DWYHN,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.1,1
3797-VTIDR,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,23.45,0
5701-SVCWR,1,0,0,1,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24,1
2565-JSLRY,0,0,1,1,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.05,0
5351-QESIO,0,0,0,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,24.2,1
1334-FJSVR,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,24.25,0
7365-BVCJH,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,24.4,1
9895-VFOXH,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,24.4,1
3439-GVUSX,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,24.4,1
9136-ALYBR,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,24.45,0
9227-LUNBG,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,24.6,0
2538-OIMXF,1,0,0,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,24.7,1
2862-PFNIK,0,0,0,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,24.7,1
4729-XKASR,0,0,0,1,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,24.75,0
1024-GUALD,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,24.8,0
6366-ZGQGL,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Bank transfer (automatic),24.8,0
7932-WPTDS,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,24.8,0
4367-NHWMM,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,24.9,1
8896-BQTTI,0,0,1,1,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25,1
9907-SWKKF,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,25.05,0
0616-ATFGB,0,1,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,25.05,0
6032-IGALN,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,25.1,0
0023-HGHWL,0,1,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,25.1,0
7537-RBWEA,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,25.15,1
2672-DZUOY,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,25.15,0
1768-ZAIFU,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,25.2,0
8260-NGFNY,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,25.2,0
4195-NZGTA,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,25.25,1
2209-XADXF,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.25,1
0612-RTZZA,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Electronic check,25.25,0
7242-QZLXF,0,0,0,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,25.3,0
6158-HDPXZ,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,25.35,1
2080-SRCDE,1,0,0,1,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,25.4,1
2712-SYWAY,1,0,1,1,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.7,1
1496-GGSUK,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,25.7,0
2692-PFYTJ,1,0,1,1,0,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.75,1
0661-XEYAN,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Mailed check,25.8,0
3069-SSVSN,1,0,1,1,1,No phone service,No,No,No,No,One year,1,Mailed check,25.85,1
1816-FLZDK,0,0,1,1,1,No phone service,No,No,Yes,No,Month-to-month,1,Mailed check,29.15,1
9526-BIHHD,0,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,29.7,0
7590-VHVEG,1,0,1,1,1,No phone service,Yes,No,No,No,Month-to-month,0,Electronic check,29.85,1
5999-LCXAO,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,1,Mailed check,29.9,1
6317-YPKDH,1,0,1,1,1,No phone service,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),29.95,0
8665-UTDHZ,0,0,0,1,1,No phone service,Yes,No,No,No,Month-to-month,1,Electronic check,30.2,0
0032-PGELS,1,0,0,1,1,No phone service,No,No,No,No,Month-to-month,1,Bank transfer (automatic),30.5,0
6656-JWRQX,1,0,1,1,1,No phone service,No,No,Yes,No,Month-to-month,1,Mailed check,30.55,1
5868-CZJDR,0,0,0,1,1,No phone service,Yes,No,No,No,Month-to-month,0,Mailed check,31.35,0
6917-IAYHD,0,0,0,1,1,No phone service,Yes,No,Yes,No,Month-to-month,1,Mailed check,33.6,1
0375-HVGXO,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,34.7,0
3841-CONLJ,1,0,1,1,1,No phone service,No,No,No,Yes,Month-to-month,1,Electronic check,35,1
3751-KTZEL,1,0,1,1,1,No phone service,No,No,No,Yes,Month-to-month,1,Mailed check,35.05,0
1740-CSDJP,0,0,1,1,1,No phone service,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),35.25,0
3091-FYHKI,0,0,1,1,1,No phone service,No,No,No,Yes,Month-to-month,0,Electronic check,35.45,0
0841-NULXI,0,0,1,1,1,No phone service,No,No,No,Yes,Month-to-month,0,Electronic check,35.55,0
5378-IKEEG,1,0,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,35.75,0
7854-FOKSF,0,0,1,1,1,No phone service,No,No,No,Yes,Month-to-month,1,Electronic check,35.9,0
2049-BAFNW,1,0,1,1,1,No phone service,No,Yes,Yes,No,Month-to-month,1,Mailed check,35.9,1
3776-EKTKM,1,1,1,1,1,No phone service,No,No,No,No,Month-to-month,0,Electronic check,36.45,0
